-1.979E2,-1.699E1,-1.22E1,-1.029E0,1.684E0,-1.19E0,-3.149E0,-5.339E0,-1.943E0,6.605E0,1.187E0,-7.192E0,1.223E0
-1.881E2,-1.706E1,-1.234E1,-1.08E0,1.715E0,-1.18E0,-3.187E0,-5.461E0,-2.056E0,6.584E0,1.166E0,-7.255E0,1.247E0
-1.873E2,-1.701E1,-1.248E1,-1.099E0,1.745E0,-1.194E0,-3.248E0,-5.593E0,-2.149E0,6.573E0,1.139E0,-7.317E0,1.253E0
-1.867E2,-1.702E1,-1.254E1,-1.12E0,1.738E0,-1.218E0,-3.32E0,-5.696E0,-2.175E0,6.572E0,1.108E0,-7.363E0,1.248E0
-1.865E2,-1.697E1,-1.253E1,-1.134E0,1.76E0,-1.225E0,-3.37E0,-5.746E0,-2.193E0,6.58E0,1.106E0,-7.379E0,1.248E0
-1.865E2,-1.686E1,-1.251E1,-1.158E0,1.805E0,-1.234E0,-3.38E0,-5.735E0,-2.181E0,6.624E0,1.134E0,-7.399E0,1.207E0
-1.868E2,-1.672E1,-1.245E1,-1.169E0,1.844E0,-1.222E0,-3.392E0,-5.751E0,-2.173E0,6.671E0,1.171E0,-7.415E0,1.213E0
-1.873E2,-1.659E1,-1.237E1,-1.146E0,1.896E0,-1.208E0,-3.407E0,-5.75E0,-2.151E0,6.72E0,1.187E0,-7.429E0,1.211E0
-1.88E2,-1.65E1,-1.228E1,-1.107E0,1.944E0,-1.192E0,-3.385E0,-5.726E0,-2.114E0,6.749E0,1.203E0,-7.444E0,1.197E0
-1.887E2,-1.642E1,-1.22E1,-1.065E0,1.963E0,-1.195E0,-3.362E0,-5.69E0,-2.069E0,6.765E0,1.198E0,-7.442E0,1.199E0
-1.893E2,-1.643E1,-1.216E1,-1.011E0,1.932E0,-1.201E0,-3.337E0,-5.653E0,-1.987E0,6.768E0,1.174E0,-7.417E0,1.197E0
-1.902E2,-1.636E1,-1.201E1,-9.965E-1,1.925E0,-1.17E0,-3.31E0,-5.584E0,-1.854E0,6.764E0,1.14E0,-7.34E0,1.192E0
-1.913E2,-1.628E1,-1.184E1,-9.465E-1,1.918E0,-1.157E0,-3.275E0,-5.485E0,-1.767E0,6.727E0,1.11E0,-7.285E0,1.175E0
