-1.872E2,-1.568E1,-1.555E1,-4.67E0,2.791E0,3.27E0,-5.305E-1,-7.689E0,-4.342E0,7.733E0,4.279E0,-7.679E0,-5.474E0
-1.775E2,-1.588E1,-1.573E1,-4.733E0,2.834E0,3.327E0,-5.516E-1,-7.802E0,-4.392E0,7.814E0,4.316E0,-7.76E0,-5.539E0
-1.771E2,-1.604E1,-1.582E1,-4.777E0,2.881E0,3.38E0,-5.472E-1,-7.909E0,-4.419E0,7.904E0,4.343E0,-7.822E0,-5.615E0
-1.766E2,-1.618E1,-1.591E1,-4.841E0,2.923E0,3.454E0,-5.441E-1,-7.999E0,-4.436E0,7.988E0,4.358E0,-7.897E0,-5.687E0
-1.763E2,-1.636E1,-1.601E1,-4.891E0,2.963E0,3.501E0,-5.607E-1,-8.103E0,-4.458E0,8.078E0,4.384E0,-7.963E0,-5.746E0
-1.759E2,-1.651E1,-1.612E1,-4.94E0,3.019E0,3.59E0,-5.556E-1,-8.182E0,-4.467E0,8.164E0,4.404E0,-8.027E0,-5.813E0
-1.755E2,-1.665E1,-1.623E1,-4.993E0,3.07E0,3.649E0,-5.585E-1,-8.272E0,-4.499E0,8.233E0,4.43E0,-8.092E0,-5.888E0
-1.752E2,-1.683E1,-1.632E1,-5.031E0,3.121E0,3.742E0,-5.469E-1,-8.361E0,-4.537E0,8.318E0,4.481E0,-8.155E0,-5.959E0
-1.747E2,-1.697E1,-1.641E1,-5.066E0,3.168E0,3.819E0,-5.371E-1,-8.464E0,-4.564E0,8.4E0,4.516E0,-8.236E0,-6.022E0
-1.742E2,-1.713E1,-1.651E1,-5.127E0,3.208E0,3.879E0,-5.318E-1,-8.583E0,-4.602E0,8.488E0,4.545E0,-8.329E0,-6.085E0
-1.736E2,-1.732E1,-1.665E1,-5.19E0,3.234E0,3.948E0,-5.182E-1,-8.694E0,-4.644E0,8.587E0,4.597E0,-8.424E0,-6.143E0
-1.729E2,-1.745E1,-1.68E1,-5.231E0,3.267E0,3.983E0,-5.351E-1,-8.796E0,-4.686E0,8.705E0,4.663E0,-8.511E0,-6.218E0
-1.728E2,-1.742E1,-1.691E1,-5.25E0,3.31E0,4.025E0,-5.702E-1,-8.867E0,-4.719E0,8.805E0,4.734E0,-8.579E0,-6.268E0
-1.731E2,-1.733E1,-1.698E1,-5.263E0,3.38E0,4.09E0,-5.64E-1,-8.911E0,-4.721E0,8.907E0,4.797E0,-8.632E0,-6.309E0
-1.738E2,-1.722E1,-1.694E1,-5.23E0,3.413E0,4.11E0,-5.643E-1,-8.927E0,-4.717E0,8.955E0,4.84E0,-8.638E0,-6.31E0
-1.746E2,-1.703E1,-1.684E1,-5.202E0,3.41E0,4.114E0,-5.527E-1,-8.857E0,-4.677E0,8.911E0,4.828E0,-8.588E0,-6.267E0
-1.754E2,-1.685E1,-1.675E1,-5.169E0,3.379E0,4.096E0,-5.68E-1,-8.781E0,-4.61E0,8.839E0,4.796E0,-8.503E0,-6.227E0
-1.762E2,-1.665E1,-1.666E1,-5.137E0,3.348E0,4.046E0,-5.993E-1,-8.715E0,-4.577E0,8.767E0,4.772E0,-8.436E0,-6.173E0
-1.769E2,-1.651E1,-1.658E1,-5.093E0,3.334E0,4E0,-6.276E-1,-8.613E0,-4.502E0,8.723E0,4.742E0,-8.384E0,-6.134E0
-1.775E2,-1.639E1,-1.652E1,-5.069E0,3.321E0,3.962E0,-6.693E-1,-8.546E0,-4.472E0,8.672E0,4.739E0,-8.316E0,-6.096E0
-1.781E2,-1.628E1,-1.644E1,-5.05E0,3.295E0,3.918E0,-6.974E-1,-8.461E0,-4.425E0,8.647E0,4.725E0,-8.28E0,-6.064E0
