-1.887E2,-1.657E1,-9.33E0,-4.6E-2,6.64E-2,-5.37E-1,-2.81E0,-7.692E0,3.079E-1,5.273E0,-6.261E0,-6.703E0,2.954E0
-1.795E2,-1.663E1,-9.429E0,-1.429E-2,8.797E-2,-5.402E-1,-2.818E0,-7.717E0,3.353E-1,5.329E0,-6.272E0,-6.758E0,2.973E0
-1.8E2,-1.664E1,-9.414E0,1.965E-2,1.452E-1,-5.098E-1,-2.798E0,-7.744E0,3.686E-1,5.398E0,-6.298E0,-6.79E0,2.991E0
-1.802E2,-1.666E1,-9.434E0,-7.638E-4,1.318E-1,-4.497E-1,-2.784E0,-7.793E0,4.122E-1,5.421E0,-6.291E0,-6.784E0,2.958E0
-1.805E2,-1.662E1,-9.443E0,-3.045E-2,1.393E-1,-4.267E-1,-2.752E0,-7.783E0,3.977E-1,5.418E0,-6.278E0,-6.808E0,2.94E0
-1.805E2,-1.659E1,-9.468E0,-8.24E-2,1.483E-1,-4.113E-1,-2.754E0,-7.756E0,4.003E-1,5.42E0,-6.261E0,-6.821E0,2.954E0
-1.804E2,-1.655E1,-9.513E0,-8.962E-2,1.818E-1,-3.793E-1,-2.762E0,-7.741E0,4.127E-1,5.435E0,-6.239E0,-6.832E0,2.965E0
-1.806E2,-1.645E1,-9.499E0,-1.262E-1,1.957E-1,-3.638E-1,-2.781E0,-7.72E0,4.35E-1,5.464E0,-6.197E0,-6.811E0,2.973E0
-1.811E2,-1.632E1,-9.416E0,-9.092E-2,1.993E-1,-3.416E-1,-2.806E0,-7.688E0,4.099E-1,5.408E0,-6.139E0,-6.769E0,2.952E0
-1.909E2,-1.616E1,-9.301E0,-6.384E-2,2.105E-1,-3.416E-1,-2.782E0,-7.601E0,4.116E-1,5.355E0,-6.091E0,-6.708E0,2.932E0
